135905000000,135946000000,6000618870,165,336025416,0.2959,0.0625
135906000000,136200000000,6268590175,36,765913,0.1621,0.0625
135908000000,135909000000,6238340468,1016,2111070434,0,0.0625
135909000000,135926000000,6267416165,984,904252,0.02368,0.0625
135910000000,135930000000,6268599968,589,2888702602,0,0.0625
135911000000,135930000000,6268599968,752,400426685,0,0.0625
135912000000,135931000000,6268599968,650,1335150,0,0.0625
135914000000,135933000000,5912313637,260,708448816,0.01097,0.0625
135915000000,135916000000,6221861800,4391,2497958300,0,0.0625
135915000000,135934000000,6268599968,542,38643519,0,0.0625
135917000000,135936000000,6238340468,1209,4820318122,0.01205,0.0625
135920000000,136200000000,6214219518,25,1271734,0.2612,0.0625
135922000000,135923000000,6238340468,1901,602981,0,0.0625
135923000000,135942000000,6268599968,322,336057103,0,0.0625
135925000000,135943000000,6238340468,2156,215005574,0.06567,0.0625
135926000000,136124000000,6268599968,733,6566584,0.1244,0.0625
135929000000,135931000000,5912313637,169,1224984462,0.01558,0.0625
135930000000,135949000000,6268599968,746,1436323957,0,0.0625
135932000000,136117000000,6268599968,247,664525152,0.1252,0.0625
135934000000,136200000000,6268051162,759,4509651719,0.01642,0.0625
135935000000,136103000000,6268599968,778,1095006,0.1726,0.0625
135937000000,136121000000,6268599968,150,38683247,0.1382,0.0625
135941000000,135946000000,6238340468,210,4820422455,0,0.0625
135942000000,135943000000,6238340468,2578,336036862,0,0.0625
135943000000,135944000000,6238340468,2757,63618140,0,0.0625
135944000000,135963000000,6268609895,71,491518127,0,0.0625
135946000000,135956000000,6266956002,185,655986468,0.0003138,0.0625
135947000000,136106000000,6268599968,205,3081679763,0.1205,0.0625
135948000000,135988000000,6268609895,607,317330969,0,0.0625
135950000000,135952000000,6238340468,812,1272653,0.021,0.0625
135951000000,135966000000,6238340468,170,317489271,0.006638,0.0625
135952000000,135953000000,6114773114,814,46887796,0,0.0625
135953000000,135955000000,6238340468,1483,6566789,0.02039,0.0625
135954000000,136200000000,6268256730,352,3938826162,0.2607,0.0625
135955000000,136100000000,6268599968,329,567777,0.1687,0.0625
135957000000,135973000000,6268050732,98,207929667,0.0004377,0.05627
135959000000,135961000000,6238340468,1959,8055699,0.08264,0.05627
135960000000,135961000000,6266956002,481,368691893,0,0.02563
135961000000,135974000000,6268050732,41,765926,0.03412,0.02563
135962000000,135980000000,6268051162,422,1269585,0.01534,0.02563
135963000000,135965000000,6268051162,587,257409352,0.05774,0.02563
135964000000,136004000000,6268609895,816,7777253,0,0.0625
135965000000,135985000000,6268565631,64,337872685,0.002747,0.0625
135965000000,136024000000,6268609895,908,318350694,0,0.0625
135966000000,135971000000,6268569361,128,704517089,0.06396,0.0625
135967000000,135971000000,6238340468,2325,431073205,0,0.0625
135968000000,135972000000,6238340468,1090,766861936,0,0.0625
135968000000,136010000000,6268609895,774,2863625659,0,0.0625
135969000000,135971000000,6238340468,2127,317469887,0,0.0625
135970000000,135991000000,6183750753,59,3641115797,0.01292,0.0625
135970000000,135991000000,6268409316,16,4303234304,0.01364,0.0625
135971000000,135993000000,6238340468,2057,7195347,0.0368,0.0625
135971000000,135991000000,6268581367,40,1269098,0.00178,0.0625
135972000000,135973000000,6238340468,1078,704503162,0,0.0625
135972000000,135995000000,6268572338,11,6608513,0.001753,0.0625
135973000000,135975000000,6238340468,1812,257346435,0.04791,0.0625
135974000000,135980000000,6183750753,42,4802517408,0.004868,0.0625
135974000000,136100000000,6268599968,908,564497886,0.09326,0.0625
135975000000,135993000000,6268051162,561,3337948963,0.04388,0.0625
135976000000,135979000000,6238340468,916,351640491,0,0.0625
135977000000,135978000000,6238340468,1725,318350724,0,0.0625
135979000000,136000000000,6268611174,198,7195346,0,0.0625
135982000000,136200000000,6268609895,369,4802863150,0.1392,0.0625
135984000000,136200000000,6268609895,411,1272845,0.1584,0.0625
135986000000,135987000000,6221861800,4391,2497958300,0,0.0625
135988000000,136200000000,6266956002,24,283670898,0.02246,0.02563
135989000000,135990000000,6238340468,697,2222731518,0,0.0625
135990000000,135992000000,6238340468,2010,1651027282,0,0.0625
135990000000,136072000000,6268611174,901,3099613254,0,0.0625
135991000000,136200000000,6268609895,292,336038488,0.2598,0.0625
135992000000,135995000000,6266956002,61,2424594986,0,0.02563
135992000000,136075000000,6268611174,949,257340437,0,0.0625
135993000000,136012000000,6268611174,371,600826095,0,0.0625
135994000000,136200000000,6268609895,432,4751642351,0.146,0.0625
135995000000,135996000000,6268565826,128,329030246,0,0.006248
135996000000,135998000000,6268051162,19,3681212854,0,0.05627
135996000000,136024000000,6268611174,653,4246091706,0,0.0625
135998000000,136200000000,6266748767,6799,905595,0.2112,0.04999
136000000000,136017000000,6267416165,236,603131,0.005928,0.04999
136002000000,136003000000,6268565826,185,257348781,0,0.006248
136005000000,136006000000,6268572338,152,4478521935,0,0.006248
136007000000,136048000000,6268611174,261,3890240231,0.02142,0.0625
136009000000,136049000000,6268611174,469,1436345637,0.03827,0.0625
136011000000,136012000000,6267416165,1710,704544056,0,0.0625
136012000000,136200000000,6268609895,859,323143776,0.06146,0.0625
136014000000,136015000000,6268581367,128,1437360112,0,0.006248
136016000000,136117000000,6183750753,42,207999948,0,0.125
136016000000,136071000000,6268611174,503,1272604,0.039,0.0625
136018000000,136200000000,6268609895,916,5225625303,0.2473,0.0625
136021000000,136074000000,6268050732,150,567377,0,0.05627
136024000000,136200000000,6268609895,13,3550423374,0.1475,0.0625
136026000000,136046000000,6268567306,173,711987,0.001774,0.0625
136029000000,136074000000,6035592483,11,704544056,0,0.0625
136031000000,136033000000,6268630905,0,336071719,0.02304,0.04999
136034000000,136035000000,6268567306,185,155320113,0,0.006248
136037000000,136200000000,4665896876,435,682441,0.08984,0.006248
136040000000,136055000000,6267416165,1444,351647935,0.005066,0.006248
136046000000,136200000000,6268256730,146,305376837,0.2539,0.006248
